domain,service,method,payload_type,field_path,value_type,messages_seen
slots,AppServer,QueryGamePlayer,Casino.QueryGamePlayerResponse,player[].avatar.level,integer,2
slots,AppServer,QueryGamePlayer,Casino.QueryGamePlayerResponse,player[].avatar.name,string,2
slots,AppServer,QueryGamePlayer,Casino.QueryGamePlayerResponse,player[].avatar.user_id,string,2
slots,AppServer,QueryGamePlayer,Casino.QueryGamePlayerResponse,status,string,2
slots,SlotsGameClient,RoomUsers,Casino.SlotsProto.UserList,user[].cash.value,string,116
slots,SlotsGameClient,RoomUsers,Casino.SlotsProto.UserList,user[].event_cash.value,string,2
slots,SlotsGameClient,RoomUsers,Casino.SlotsProto.UserList,user[].event_flags,string,2
slots,SlotsGameClient,RoomUsers,Casino.SlotsProto.UserList,user[].legacy_cash,string,116
slots,SlotsGameClient,RoomUsers,Casino.SlotsProto.UserList,user[].legacy_event_cash,string,2
slots,SlotsGameClient,RoomUsers,Casino.SlotsProto.UserList,user[].user_id,string,116
slots,SlotsGameClient,UpdateJackpot,Casino.SlotsProto.JackpotList,jackpot[].id,integer,26
slots,SlotsGameClient,UpdateJackpot,Casino.SlotsProto.JackpotList,jackpot[].legacy_value,string,26
slots,SlotsGameClient,UpdateJackpot,Casino.SlotsProto.JackpotList,jackpot[].value.value,string,26
slots,SlotsGameServer,Spin,Casino.SlotsProto.SpinRequest,auto,boolean,29
slots,SlotsGameServer,Spin,Casino.SlotsProto.SpinRequest,bet,string,29
slots,SlotsGameServer,Spin,Casino.SlotsProto.SpinRequest,max_bet_btn,boolean,29
slots,SlotsGameServer,Spin,Casino.SlotsProto.SpinResponse,cash.value,string,29
slots,SlotsGameServer,Spin,Casino.SlotsProto.SpinResponse,jackpot,boolean,29
slots,SlotsGameServer,Spin,Casino.SlotsProto.SpinResponse,legacy_cash,string,29
slots,SlotsGameServer,Spin,Casino.SlotsProto.SpinResponse,stop[],integer,29
